,dates,rating,review,title
13,2017/03/23,4,"이곳은 중문에서 가장 유명한 곳일지도 모르겠네요.여러개의 폭포로 이루어진 곳입니다. 폭포를 보러 가려면 계단을 한참 내려가야해요. 정말 힘듭니다.하지만 가서 보면 너무나도 좋기 때문에 한번쯤은 꼭! 보는걸 추천합니다.이상하고 보기 힘든 멋진 나무들이 환상적인 분위기를 만들어줘요. 정말 광고에 나올것 처럼 멋집니다.아쉬운것은 태풍으로 폭포에 가까이 갈수있게 해놓은 시설들이 날아가 버렸다는 거에요.몇달지나도 복구가 제대로 되지 못할 지경이니 그 위력이 어마어마 했는 모양입니다.지금도 복구중인지는 모르겠지만 폭포를 감상하는데 그렇게까지 큰 문제가 되지는 않아요.계단을 오르내리는것에 엄청난 체력이 필요하므로 1,2,3폭포를 모두 보지 않아도 될거라고 생각해요.아무튼 건강할때 여러번 보아둘만한 곳이라고 생각합니다.가뭄이라던지 비가 오랫동안 오지 않았을때는 폭포가 잘 없어요. 물이 많을때 보고싶다면 매표소에서 문의해보고 참고하세요.물이 없을때 가더라도 폭포를 제외하고 내려가는 길등 아주 멋지게 되어있으니까 괜찮습니다.앗, 그리고 이 안쪽에는 편의시설이 그다지 많지 않습니다.출구쪽에서 간단한 먹거리를 팔긴하지만요.",몸이 안좋으면 갈수없으니 건강할때 갑시다. 많이요!
14,2017/02/22,5,주차장에서 산책하기에 딱 적당한 거리에 폭포가 있어서 좋았습니다.제주도의 폭포중에서 단연 제일이라고 할 만 한 곳이었습니다.,제주 방문시에는 꼭 들릴 만 한 곳입니다.
15,2017/02/01,5,정말 정원처럼 잘 꾸며져있었습니다. 다양한 크기의 돌하르방도 여기서 다 볼 수 있었네요. 폭포는 그렇게 웅장하지 않은데 폭포로 가는 산책로가 아이들과 이용하기에 너무 좋습니다. 여기저기 사진찍을 곳이 많습니다. 여기를 이용하고 바로 옆에 있는 새연교를 걸으면 좋은 코스가 될 것 같습니다. 입장료는 2000원을 받고 있는데 안 아까웠습니다. ,잘 꾸며진 정원같은 곳
16,2017/01/31,5,풍경도 좋고 바람 내음도 좋고 아주 좋습니다. 폭토도 시워시원하고 둘러보면서 자연을 만끽할 수 있습니다.,광고에서 보는 것과 또 다른 멋이 있습니다.
17,2017/01/24,5,제주도 하면 꼭 가봐야 하는곳이라고 생각함시원 시원한 뷰도 좋고제주도 하면 떠오르는 곳이라 꼭 방문해야한다고 생각되는곳,꼭 가야되는곳
18,2017/01/17,4,수학여행이나 제주여행에서 빼놓을 수 없는 곳이죠. 폭포로 향하는길도 아름답고 폭포도 시원하게 펼쳐져 좋았습니다.,추억의 공간
19,2016/12/18,4,매표소에서 15분쯤 산책삼아 걸어가면 천지연 폭포가 나와요. 웅장한 느낌은 아니고 적당히 아담한 폭포... 전 여기보다 정방폭포가 더 좋아요ㅋㅋㅋ ,아담한폭포
20,2017/07/11,5,낮에도 좋지만 저녁에 산책하러 가기 좋았어요. 조명들이 은은하게 켜져있어서 산책하면서 폭포구경하니 너무 좋았어요.,밤이 더 좋았어요
21,2016/11/28,5,멋있고 깨끗한 이곳이 그대로 잘만 보존되기를 바랍니다. 유네스코가 인증한 곳이니 더 많은 관광객이 올테지만 장사좀 해보겠다고 주변에 지저분한 카페 프렌차이즈좀 그만 생겼으면 좋겠어요. ,이대로만 잘 보존되었으면
22,2016/11/27,4,서귀포 칼 호텔에서 가까운 곳에 위치한 관광명소라 한번 찾아가봄. 어릴때 왔던 기억이 있었는데 지금 와서 보니 물이 적어서 그런가 거대한 폭포처럼 느껴지지는 않았다. ,천지연폭포
23,2016/11/24,5,규모가 많이 크다고는 할 수 없지만 정말 아름답습니다. 천지연 폭포는 제주에 여행간다면 한 번쯤 가서 볼만 합니다. 날씨가 좋은 날에 간다면 더 아름다울 것입니다. ,아름다운 폭포
24,2016/11/21,4,입장료도 저렴하고 아이들과 산책하듯 들어가면 폭포를 만날수있다 비가오고 다음날 가면 물이 가장 많이 떨어지니 좋다 아이들이랑 가볍게 가기 좋은곳 간혹 야외홀에서 음악회를하기도해서 날짜만 잘맞춘다면 가성비갑인 명소,한번은 볼만한경관
25,2016/11/16,5,보통 산속에 있는 폭포와 달리 평지를 걸어가면 만날 수 있다. 특히 비온뒤에 가면 물양이 많아서 더 근사하다. 어린아이도 충분히 걸어갈 수 있다. 가는 길은 폭포에서 흐른 시내를 따라 이어져 있는데 입구에서 파는 오리밥 한 봉지를 들고가면 큰 개만한 오리들이 마구 달려드는 모습을 볼 수 있다. 기회봐서 오리 엉덩이 깃털을 쓰다듬는 행운도!,편안한 걸음으로
26,2016/10/26,3,야간개장을 한다는 점에서 큰 점수를 주고 싶습니다.다른 곳이 다 문을 닫아도 천지연폭포는 늦게까지 했거든요. 이곳이 없었더라면 저녁에 방 안에만 있어야 했을 거에요. ,크게 볼 것은 없으나
27,2016/10/24,5,비가 많이 안와서 물이많지않앗지만 조명으로 화려하게 비춰주고 콘서트등.. 볼것들이 많고 온다면 5시쯤 저녁먹고 늦은시간에 방문하길 추천한다,천지연폭포 야간방문
28,2016/10/17,5,"밥 먹고 지나가다 유명해서 들렀어요~ 주차장 넓고 천지얀 폭포까지 가는 길이 너무 예뻐요~~ 물 위에 떠 다니는 오리들도 너무 귀여워요~ 가족단위 연인단위 모두 가기 괜찮은 곳이지만 볼 것은 오리와 폭포, 주위 예쁜 경치고 땀 많이 흘리지 않고 걸어가기 좋은 코스입니다~",시원하고 경치 좋고~
29,2016/10/15,3,미도호스텔에서 가까운 천지연 폭포 야간 방문을 했습니다. 2000원 입장료를 내고 들어갔을때는 분위기도 괜찮고 좋았습니다. 다만 폭포의 야간모습은... 생각외로 화려하지도 않고 별로였습니다 ㅠㅠㅠ,천지연폭포 야간 방문
30,2017/07/11,5,서귀포 시내에서 저녁을 먹고 산책 겸해서 방문하기 좋은곳이었음. 야간관람을 허용하고 있어서 저녁식사후 숙소로 가기전에 들르기에 좋다고 생각됨. 조명시설들도 괜찮게 되어있음. 다만 밤이라 날벌레들이 조금 많다는것은 참고하시길..,야간 관람하기 좋은곳
31,2016/09/20,3,솔직히 폭포는 정말 아담하다. 수려한 멋이 있다는데 솔직하게 난 잘 모르겠다. 그래도 물가를 따라 천천리 걷다보면 마음이 편해지는 것은 사실이다.,폭포보단 산책로
32,2016/09/16,5,아이들과 조용히 애기하며 가시면 됩니다. 물가에 오리도 있으니 과자도 쫌 준비하시고. 징검다리는 천천히 건네세요. ,유명한 건 이유가 있죠
33,2016/09/16,3,입장 가격도 비싸지 않고 길이나 주변도 잘 정비 되어있어서 유료임에도 아깝지 않았습니다.단순한 폭포라고 생각하실 수도 있으나 가는 길도 아름답고 폭포아래에 이루어진 연못에 오리들도 많아서 사진 찍기에도 좋은 장소입니다.,서귀포에 들르셨다면 꼭 보세요
34,2016/09/05,5,저녁에 조명이 있어서 늦은 시간에 가야 좋습니다.너무 늦으면 9시 반인가 10시부터는 못 들어가니 조심하세요,밤에 가야 좋습니다.
35,2016/08/26,5,천지연 폭포까지는 입구(매표소)부터 약 10분정도 걸어 들어가야함폭포로 가는길도 나무 및 수풀이 우거져 아름다움폭포에 도착하면 아름답고 이국적인 풍경을 마주할 수 있음,이국적인 풍경의 폭포
36,2016/08/26,5,천지연 폭포는 입구에 주차를 한 후 입장권을 끊고 약 500미터 정도 이동하면 보실 수 있습니다. 졸졸졸 흐르는 물길을 따라 올라가면 시원함이 그지 없는데요~ 천지연 폭포까지 올라가시면서 징검다리두 건너고 돌하르방과 사진도 찍고 오리들도 구경한다면 정말 즐거운 시간을 보낼 수 있을 겁니다. 물론 천지연 폭포를 보면 입이 쩍 벌어지면서 와~~~~할거에요!,불볕 열대야를 물리칠 천지연 폭포
37,2016/08/04,4,오늘 다녀왔어요~여름엔 야간개장도 한다기에 밤 늦게 갔는데 덥지도 않고 서늘해서 돌아다니기 넘 좋았어요~어딜 가도 입장료가 비싼 제주도였는데 상대적으로 저렴한 입장료(성인 1인당 2000원)도 맘에 들었구요.폭포까지 거리가 길지 않아 어른들과 함께 가기에도 좋은 코스에요.,야간개장 좋네요~
38,2016/08/02,5,폭포를 만나러 가는 길도 평탄하고 산책을 하는 느낌으로 갈 수 있어서 아주 좋습니다. 폭포보다는 주변경관이 아름다운 곳,폭포를 보러 걸어가는 경치도 좋습니다
39,2016/07/31,4,야간에 천지연 폭포에 입장할 수 있어서 좋았습니다. 그러나 소리만으로 그 위용을 느끼기에는 역부족이었습니다. 다음엔 낮 시간에 가보고 싶습니다.,야간의 천지연폭포
40,2017/07/11,5,비가 많이 온 이후라서 폭포수 소리가 더욱 우렁차게 들렸어요.스트레스가 많아서 휴식을 위한 여행으로 왔는데 여기오면 스트레스 해소에 너무 좋아요.,제주도에 왔다면 여기는 방문 1순위 필수코스죠~
41,2016/07/26,5,중문관광단지안에는 많은 관광지가 있지만 자연적인 관광지로는 단연 천지연 폭포를 빼놓을 수 가 없다. 매표소를 지나 산책을 하다보면 장엄한 폭포가 눈에 띄는데~꼭 방문하셔서 확인하세요~,중문 관광단지안의 폭포
42,2016/07/24,5,제주 여행때 밤에 갈만한 명소중 단연1위인듯해요 야간에 보는 폭포도 아주 절경입니다 길도 험하지 않아서 유모차끌고 구경하기도 좋았어요,멋져요
43,2016/07/16,5,너무너무 유명한 천지연폭포! 맑은 날에 방문했었더라면 더 좋았겠지만 여행내내 비와 안개가 괴롭혔기에 비와도 폭포는 수량이 불어서 더 장관이지 않을까 하고 다녀왔습니다. 천지연 폭포는 비와도 나름의 축축한 매력을 가진 곳이었습니다.,비오는 날에도 좋은 곳
44,2016/07/11,5,입장료가 있지만.. 굳이 돈을 내지 않아도근처에서 볼 수 가 있는 폭포.하지만 3개로 나뉘어 져 있는 폭포를 다 보려면~그리고 가는 길에 숲으로 우겨진 나무냄세를 맡으려면입장해서 보는 것도 추천한다.,중문에 있는 천지연 폭포
45,2016/07/06,4,날씨가 좋지 않은 상태였지만 그럼에도 불구하고 멋졌습니다. 다만 출입구 표시가 좀더 명확했으면 좋겠어요.,비는 왔지만 볼만했어요.
46,2016/07/05,5,천지연폭포하늘과 땅이 만나서 이룬 연못이라는 뜻이래요! 이름풀이가 너무 이쁘죠~ 입장료도 조금있지만 저렴해서 가볼만해요~ 사람도 많으니까 이른시간에 들러주시면 여유있게 구경가능합니다.너무 시원해서 한참을 서서 구경하고 사진찍다가 왔습니다.,천지연폭포
47,2016/07/04,4,아름답습니다만 그 규모가 크지 않습니다. 보러 안쪽으로 좀 걸어야하니 아주 더운날에는 참고하시고 가세요. 밤의 조경아래 폭포가 낮보다 더 아름답습니다,아름답지만 규모가 크진 않습니다
48,2016/06/24,4,"천천히 즐기는 폭포,그런데 관광객이 너무너무 너무 많아요시간조절잘해서 들어가야 될 것같아요",천천히 즐기는 폭포
49,2016/06/18,4,여름에 특히더웠는데 시원한폭포를 감상할수 있어 너무나 좋았습니다. 제주도에서 관광객들로 제일 붐비는 곳중하나,밤에도 볼수있는곳
50,2017/07/11,3,"제가 갔을떄는 공사를 하고 있어서, 저는 구경하기에는 별로였었다라고 생각해요. 입장권이 아깝던데. 요즘은 어떨런지 모르겠네요.",저는 별로였어요
51,2016/06/09,5,폭포를 향해 걸어가는 길이 평화롭고 시원합니다가족과 함께 여행하기 좋은 관광지에요 시기별로 폭포수량 차이가 많아요,천지연폭포
52,2016/05/31,5,입구에서 폭포까지 도보 10분 이내입니다. 폭포 앞에서 사진 찍기 좋습니다. 오전 일찍 방문해서 사람들이 많이 없어서 편안하게 사진 찍고 구경했습니다.,폭포 사진 찍기
53,2016/05/30,4,비오는날 보시면 폭포수 양이 많아 좋은것 같습니다.약간 걸어 올라가야 하니 편한 신발을 신으세요~입장료가 있으나 비싸지 않습니다.,비오는 날 보기에 좋은곳
54,2016/05/30,5,밤에 아이와 산책하기 참 좋은 코스였습니다거리도 짧고 길이 평탄해서 아이와 걷기 부담 없었고 야경폭포도 새로운 경험이었습니다,밤산책으로 추천합니다
55,2016/05/26,3,"늦은 밤 9시까지 입장이 가능하기 때문에 밤에 가보시길 추천드립니다. 이유는 조명이 설치되어있어서 입구부터 폭포까지 가는 길도 운치있고, 서늘한 여름밤에 듣는 시원한 폭포소리가 더위를 잊게해주기 때문입니다.",천지연폭포는 밤에 가면 더욱 좋습니다 !
56,2016/05/20,3,기대했던것만큼 폭포가 크거나 볼만한건 아닌데 좋은 공기 마시면서 산책삼아 가볼만 한것 같아요,가볼만 합니다
57,2016/05/14,5,천지연 폭포로 가는 길은 한가롭고 아름다워서 데이트 코스로도 인기가 좋아요. 폭포가 떨어지는 곳까지 거닐수 있게 길이 잘 조성되어 있고 저녁에는 조명까지 더해져 예쁜 폭포수를 볼 수 있는 장소가 바로 천지연폭포랍니다. 추천~,데이트 코스로 인기
58,2016/05/14,5,일단 가는길이 힘들거나 하지 않습니다 천천히 산책하면 구경할수 있는곳입니다 칠면조 같은 닭도 있구용,서귀포에서 가까움
59,2016/05/11,3,밤에는 딱히 관광할 장소가 없는 제주도라 아경을 볼 수 있다는 천지연 폭포를 찾았다. 산책로가 잘 조성되어 있어 걷기에 좋았으나 밤이라 그런지 천지연 폭포 자체의 매력을 느낄 수는 없었다. 밤에 시간이 남는다면 산책 겸 가보는 정도로만 추천한다.,다소 심심한 야경
60,2017/07/11,5,3월 이었는데도 날씨가 좋으니 천지연 폭포를 걸어 다니는 내내 덥다는 느낌이 들 정도였다. 하지만 3코스 까지 가는 그 길을 걸으면서 맡은 풀내음과 폭포를 마주했을 때 그 시원함은 말로 다 못한다. 정말 깨끗하고 청명한 곳이다. ,가슴 속 깊은 곳 답답함이 확 풀리는 시원함
61,2016/04/27,4,야간 개장도 하는 폭포~~~ 천지연폭포 수학여행때가고 첨 가봤는데요~ 산책하기 좋은곳이에요.. 밤에갔을때가 더 멋지더라구요~사진찍은거보니.. 조명때문에 무슨 용암 폭발하는것처럼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,야간개장~
62,2016/04/26,5,계단이 오르락 내리락 해서 좀 힘들었지만푸른 물빛과 중간에 내려가서 폭포를 배경으로 사진도 찍을 수 있어서 좋았어요..,걸어가기에 조금은 힘들었지만..
63,2016/04/20,4,"'천지연' 은 하늘과 땅이 만나서 이뤄진 연못이라는 뜻이라고 해요. 실제 폭포보다 폭포 보러 가는 길이 더 예쁘더라구요. ^^;비가 많이 왔더라면 폭포가 더 장관이었을텐데...'천지연' 이라는 이름이 붙여진걸 보면, 옛날 사람들은 엄청 큰 폭포라고 느꼈을까요?",실제 폭포보다 폭포 보러 가는 길이 더 예쁘더라구요.
64,2016/04/19,4,"서귀포에서 묵으면 가깝게 볼수 잇어서 더 좋은것 같아요,. 시원한 폭포를 보니 가슴까지 시원해졌네요.",서귀포에서 묵을때 가볍게 다녀오기 좋은곳
65,2016/04/12,5,"밤에 갔는데주변 정리도 잘 되어 있지만,천지연 폭포의 장관이 진짜 좋았습니다.기회 되면 또 가보고 싶어요.동영상을 몇 개 찍어와서 즐기는 중입니다.",정말 좋았어요.
66,2016/04/11,5,가면 기분이 상쾌해질 뿐만아니라 시원해지는 것을 느낄 수 있을 것입니다 우렁찬 폭포소리 꼭 듣고오세요,누구나 가봐야할 곳
67,2016/04/10,4,폭포옆에 무지개도 펴있는것이 예쁘지만 천지연 폭포를 가는날 비가 온다면 일정을 바꾸고 날씨 좋은날 오는것을 추천합니다,좋습니다
68,2016/04/10,4,사실 볼것은 폭포 하나 뿐이지만 밤에 조명 받은 폭포 보니 진짜 아름다웠습니다. 분위기도 있고요. 사진 찍기 좋아하시는 분들은 사진 찍으러 가기에도 괜찮을 것 같습니다. 길게 체류하기에 그닥 좋은 곳은 아닙니다.,밤에 조명 받은 폭포 멋있네요
69,2016/04/03,3,생각보다는 규모가 작아서 놀랐는데 그래도 옥색 빛이 나는 물색깔을 보고 잘왔다 느낀 폭포였어요~,폭포짱입니다~
70,2017/07/11,5,"폭포 보러 가는 길에 산책길처럼 걷기도 좋고~ 여유를 느낄 수 있는 곳이예요. 폭포는 단연,, 천지연이 최고입니다!!",폭포 중에 으뜸~
71,2016/03/18,4,낮에 가도 좋지만 야간개장을 하니 저녁에 가기로 했습니다 근처에 새연교에서 일몰을 보신후 가시면 딱졸아여 여기저기 등도 켜있고 가족분들과 연인분들이 엄청 많았어여 조명이 죽입니다,야간 개장 다녀 왔어여
72,2016/03/14,4,"천지연 폭포 3단계로 되어있는데 1,2,3단계 다보면 다리가 많이 아픔니다ㅋㅋ 하지만 그만한 가치는 있다고 생각되어지네요 꼭보세용~~",천지연 폭포 좋아요~!
73,2016/03/12,4,"제주 수학여행이후로 찾았는데,새롭고 멋지더군요.역시나 제주도간다면 필수코스이죠. 여름에 가면 시원한 폭포맞기좋아요.",넘나유명한곳
74,2016/03/07,5,"서귀포 시내에 있어서 찾기 편합니다. 방문하는 사람들이 너무 많아 좋은 사진은 건질 수 없는 것 같습니다. 하지만, 밤에는 비교적 사람들이 적고 천지연 폭포에 비추는 조명도 신비로운 분위기를 내어, 산책하기 좋습니다.",밤에 멋있는 폭포
75,2016/03/04,5,제주 서귀포시 천지연 폭포!!!짱 시원합니다.사진 스팟으로도 매우 좋습니다.다만 관광 성수기면 사람이 너무 많아 사진찍기 어렵다능 ㅎ,천지연 폭포 시원함!!
76,2016/02/19,5,입장료도 싸고 저같은 제주도민은 무료입니다 ㅋㅋ 제주사는 2년 2개월동안 10번은 족히 간듯하네요. 낮이든 밤이든 언제가나 좋구요. 근처 칠십리 공원 안쪽으로 들어가면 천지연 폭포가 보이는데 밤에 보면 이쁩니다. 다만 칠십리 공원은 밤에 좀 어둡기 때문에 혼자가면 무서울듯 ㅋ,필수코스죠
77,2016/02/19,3,시원한 폭포의 모습을 볼 수 있어서 좋아요. 긴 시간 보내기에는 주변에 아무것도 없어서 잠시 지나가는 코스로 넣으시면 될 것 같아요. ,제주에서 유명한 관광지 중 하나
78,2016/02/17,4,제주도는 관광지라도 저녁7시 정도만 되어도 유명 관광명소가 다 문을 닫아버려요.정말 아쉬운 부분이지요. 제주도에서 야간 투어를 할수 있는 몇안되는 곳입니다.동문시장 들렀다가 입장권을 구입하고 들어갔는데 동문시장도 이미 문닫은 곳이 많았어요.참고하시고요.초봄이라 밤이되니 추웠지만 도심속에서 갑자기 나타나는 폭포가 신기하기도 하더라구요.역시 관광객들이 많았어요. 사진찍고 느긋하게 산책하다가 돌아왔어요.,제주도 야간 코스.
79,2016/02/12,5,"천지연 폭포하면 밤에 가야 될 명소로 많이 알려져있어요! 저는 작년 5월과 8월 두번 갔었는데 한번은 낮에 한번은 밤에 갔었는데 밤에 조명이 잘 되어있어서 너무 멋지더라구요, 8월의 제주도는 정말 습하고 가만히 있어도 땀으로 멱을 감았는데, 폭포니까 여름에가도 시원합니다. 매표소에서 폭포까지는 금방이예요, 가는길에 작은 돌하루방이 쪼로록 있어서 그 사이에서 사진찍어도 잘 나와요, 폭포 바로 앞에서는 사람들이 모여 있어서 사진찍기는 좀 힘드네요 아무튼 밤에 가시는 걸 추천합니당",밤에 가야 더 멋진 폭포
80,2017/07/11,4,차가 없어서 택시를 타고 다녔는데 시간이 애매해서 갈까말까 고민하던 끝에 조금이라...더 보기,어머니가 너무 좋아하신 천지연폭포
81,2016/02/04,4,"근처에 다른 관광지들도 있어 함께 방문하기에 좋습니다.
자연 경관의 멋짐을 다시...더 보기",멋진 자연
82,2016/01/31,4,제주도를 갈때마다 방문하는 곳인데 처음엔 생각보다 작아 실말했지만 볼수록 주변경관...더 보기,천지연 폭포
83,2016/01/30,5,천지연 폭포는 천제연 폭포와 함께 제주도에서 유명한 곳입니다. 다소 작은 느낌의 ...더 보기,천제연 폭포보단 작지만 아담한 천지연 폭포
84,2016/01/24,4,"세연교, 외돌개와 다 근처여서 여기들렸다가도 가기 좋은곳입니다. 오리도 있고 원앙...더 보기",아름다운 천지연폭포
85,2016/01/18,4,"최근에 비가 안내려서 그런지 폭포에서 내려 오는 물의
양이 좀 적어서 아쉽더라구...더 보기",수량이 적어 좀 아쉬웠어요
86,2016/01/18,4,폭포를 보기위해선 좀 걸어야해요~ 제 개인적인 의견이지만.. 제주도의 다른 폭포보...더 보기,좀 걸으셔야해요~
87,2016/01/15,5,"아이와 함께하는 여행이라 늘 유모차를 가지고 다니는데, 폭포를 보러 올라가는 길까...더 보기",유모차로도 올라갈 수 있는 폭포
88,2016/01/14,5,"천지연폭포 1,2,3으로 구성되어 있고 세연교인가 멋진 다리가 있어요. 천지연 1...더 보기",자연이 아름답다
89,2015/12/24,4,가슴이 탁 트인도록 쉬원하고 좋습니다^^ 입장료에 비해서는 조금 아쉽지만 폭포까지...더 보기,쉬원합니다^^
90,2017/07/11,2,방문했던 날이 추웠고 폭포치고는 대단한 느낌이 안 들어서 괜히 왔나 했어요. 날 좋은 날 다시 오고 싶어요^^,아쉬운 폭포
91,2015/11/30,4,유명하고 좋긴 한데 접근성은 별로라고 생각합니다. 여러 섹션으로 나뉘어져 있고 끝난 후 서귀포 관광은 좋습니다.,걸어들어가는 게 좀 길죠
92,2015/11/30,4,해안가에 형성된 대다수 제주 폭포답게 절경을 자랑한다접근하기가 만만치 않으니 조심해서 방문하기를,폭포하면 제주도 천지연은 그중 으뜸
93,2015/11/27,5,제주도에서 야간에 갈 곳이 많지 않은데....여기는 야간 개장을 하여 밤에도 제주도의 자연경관을 즐길수 있는 곳입니다. 야간조명에 비치는 폭포는 너무 멋있습니다.,야간 개장
94,2015/11/27,4,밤에 가니까 좋더라고요불빛도 비치고 조명도 있고 예뻤어요그리고 밤에 오는 사람들도 많더라고요,밤에 가보세요
95,2015/11/26,5,낮에도 가보고 밤에도 가봤지만. 둘다 너무 좋아요. 낮과 밤이 너무 달라서 어느게 좋다 못하지만. 둘다 매력이 있네여,밤에 가도 너무 멋진 이곳
96,2015/11/25,5,"선녀가 살았을 것 같은 아름다운 폭포입니다. 여름에 여행을 가신다면, 시원한 폭포를 보며, 여행하는 기분을 제대로 느낄 수 있는 곳입니다.",아름다은 폭포
97,2015/11/24,5,날씨좋으면 자연색깔에 물들어 보기 좋은 곳...비가 오면 숲과 물내음에 운치 있는 곳...입장료는 조금 있지만 돈내고 봐도 아깝지 않음,날씨좋아도...비와도 좋은곳..
98,2015/11/20,5,제주 관광 시 꼭 한번 씩 들리는 곳입니다. 물색도 너무 예쁘고 사진찍어도 굉장히 예쁘게 나와서 맘에 들어하는 곳이에요. 주위에 새연교도 있어서 식사 후 산책 코스로도 괜찮은 것 같습니다. 소요시간은 40분? 정도 잡으면 될 것 같아요.,꼭 가야할 곳!
99,2015/11/16,4,야간개장도 해서 밤에가면 조명때문에 더 예쁨. 생각보다 둘러볼 건 그리 많지 않아서 1시간이면 충분하다.,둘러볼게 많지는 않지만 경치 좋은 곳.
100,2017/07/11,4,관광지 중 유명하죠. 티비에도 여러번 나왔고요. 아름다운 곳이고 해서 기대도 많이 했지만 기대가 너무 컸나봐요.ㅎ 그래도 꼭 가볼 곳 인것 같습니다. 시간 상 배 같은 것을 타보진 못했는데... 지금에선 그것이 좀 아쉽네요. 꼭 배 같은 것을 타고 쇠소깍 안 까지 들어가보세요^^,아름다운 곳입니다. 하지만...
101,2015/10/31,5,왕복 한시간 정도 가볍게 산책 할만한 좋은 곳입니다. 야경도 꽤 좋아서 저녁 식사 후에 가족들과 함께 걸어도 좋습니다.,"산책하기 좋고, 야간 산책도 정말 좋습니다."
102,2015/10/30,5,제주도에서 유일무이한 폭포야경을 볼수 있는 곳입니다. 폭포수가 조명과 어울러져 이색적인 분위기를 연출하는 곳이니 밤에 시간이 나시면 꼭 들러보시길 추천합니다.,제주도의 야경을 보려면 이곳에
103,2015/10/27,4,비가 많이 안와 물은 많지않았지만 관경이 좋더라구요 .깨끗하게 관리가 잘되고있는거 같아서 더 좋았습니다.야간에도 방문해보고 싶네요.,멋진곳 .
104,2015/10/27,3,거의 마감시간에 부랴부랴 갔더니 불을 차츰 다 꺼버려서 공포체험하고 온듯한 기분으로 다녀왔어요. 있을때는 너무 당황스럽고 그렇더니만 지금 생각해보니 다 추억이였네요.천지연폭포도 이쁘지만 폭포까지 가는 길. 징검다리 등도 다 이쁘게 조성되어 있고 길에는 쓰레기하나 없이 깔끔해요,밤에 갔다가 미아될뻔
105,2015/10/16,2,백두산천지를 연상시키는 천지연폭포라 기대를 많이했는데..막상가니 너무작아 감흥이 별로였어요...이제 기억조차 가물가물네요..,글쎄요
