,dates,rating,review,title
33,2016/09/21,5,야경이 좋다고 해서 저녁에 왕복으로 탔습니다 사람이 많이 몰리지 않으면 가족단위로 태워주기도 하더라구요 거북선대교 위를 가로지르며 주변 경치를 구경할 수 있습니다 흔들림도 많이 없고 괜찮습니다,한번쯤은...
34,2016/09/17,5,탈려면 시간대가 중요한 것 같아요. 저흰 1월말 2월초라 일몰시간 확인하고 1시간쯤 전에 탄 것 같아요. 돌아올때는 야경보고 갈때는 해지는 모습 보구요. 굳이 크리스털 안 타도 될 것 같고...돌산대교 내려서는 빛으로 장식한 나무들 불 켜지는 것 보고 산책하고 다시 돌아왔습니다. 여수 밤바다 음악 들으며 가면 분위기 있어요,한 번은 타 볼 만합니다.
35,2016/09/17,5,진짜 타기어렵네요~ 대기시간만 1시간이상이에요~ 주말에는 항상 그러니.. 꾹참고 기다렸어요기다린 보람만큼.. 해상을 지나갈때의 관광이 너무 아름다웠어요~일반케이블카는 13000원 크리스탈케이블은 20000원(크리스탈은 바닥에 투명하다는것인데.. 굳이 저건 안타도 될것같아요..온통 시멘트 바닥이고.. 바다도 조금 보이는데 ㅎ)운영시간도 평일은 9시~22시 저녁 9시~23시,여수해상케이블카..
36,2016/08/20,5,꼭 밤에 가보자. 황홀한 야경을 구경할 수 있다. 여수항과 여수의 정유소들의 불빛이 아름답게 밤을 수놓는다. 바닥 부분도 유리로 되어 있어 발밑에서 바다도 구경할 수 있다.,환상적인 야경!
37,2016/08/17,4,여수 관광의 필수코스로 여수 갈때마다 한번은 타게 되네요. 일반캐빈 탔는데 굳이 크리스탈 캐빈을 타지는 않아도 될 것 같아요. 돌산에 주차하고 돌산에서 오동도 쪽으로 타고 넘어가 엑스포 구경하고 다시 넘어오니 좋았어요. 주말에는 오동도쪽 주차장은 1시간이상 주차시 주차요금 받는다고 적어둔 것을 봤습니다. 참고하세요,여수 바다를 보기 좋은곳
38,2016/08/12,5,노을질 무렵부터 돌산공원에서 타서 엠블호텔쪽으로 건너오고다시 어두워질때 반대로 가면 모든 것을 볼 수 있습니다 세계적인관광코스라고 말씀드릴 수 있습니다,환상적입니다
39,2016/07/27,4,여수 엑스포와 아름다운 여수의 바다를 보실수 있습니다~낮에 타는것도 좋지만 야경이 아름답기 때문에 야간에 타시는것을 추천드려요~~케이블카 탑승동 직원이 그다지 퉁명스러워 불친전 스러워 보이기도 하지만안전을 고려하여야 하기때문에 이해는 됩니다~여수 방문하신분은 꼭 타보시길 추천드려요~~,바닦까지 투명한 케이블카~
40,2017/06/27,4,저는 비가와서 여행중 뭘해야 고민을 했는데요검색 중 케이블카가 있어서 타게 되었어요역시 높은 곳에서 보는 조망은 정말 강추합니다.그래도 제가 간 날은 사람이 그다지 많지 않았지만평소에는 줄을 길게 서야 한다고 하네요!,비가와도 눈이와도
41,2017/06/19,5,"바닥이 투명한 케이블카 탑승했습니다. 일반캐빈은 대기가 없고 크리스탈만 대기가 많아서 괜히 비싼 티켓을 샀나 기다리는 동안은 후회했는데, 막상 타보니 발밑에 바다가 보이는게 정말 아름다웠습니다 다음에는 밤에 타보고 싶습니다.",크리스탈~
42,2016/07/01,5,매표하는데 1시간 줄서서 기다리는데 1시간 걸려요바다위를 지나가는 케이블카를 타면 마음까지 시원해지기는 하지만 더운날 기다리기 너무 힘들었어요 미리 인터넷으로 예매해서 오시면 대기를 줄일수 있을것 같습니다 대기 하시는동안 이용할수 있는 음식점이나 커피숍은 많아서 그건 좋았어요,아름다운 바다를 보고싶다면 추천합니다
43,2016/06/18,5,제가 간날은 바람이 좀불었지만 통유리로 된 크리스탈 타니 좀 무서웠지만 그래도 재미나게 탔습니다. 다만 오래기다렸어요 인기가 많아서요,짜릿했었요
44,2016/06/11,4,돌산공원에서 오동도 근처 자산공원까지 연결되는 케이블카입니다.대기시간이 상당히 기니 미리 카운터에 전화로 확인해보는 것이 좋겠습니다.일요일 아침 운행개시시간에 가니 30분이내로 탑승이 가능했습니다.크리스탈 캐빈을 타고 맑은 날 오전에 타시는 것이 좋겠습니다.,시원한 전망
45,2016/06/10,3,한려해상 케이블 카처럼 번호제로 하면 이렇게 길게 줄을 늘어서지 않아도 좋을텐데 하는 아쉬움이 남더군요. 줄이 너무 길어서 힘들었어요. 엘레베이터 타고 올라가지 않고 오동도 방향에서 계단으로 올라갔는데 경치는 좋았는데 힘들어 죽을 뻔 했구요. 내려올때는 줄서서 엘레베이터를 탔네요.,줄이 너무 길어요
46,2016/05/14,1,저는 케이블 카는 이용 안 하고 도보로 걸어올라갔는데 케이블카 타지 마시고 산책길이 잘 되어 있으니 걸어가세요.걷는 시간이랑 구경하는 시간 왕복 합쳐서 2시간이면 넉넉 합니다.,나름 뷰가 괜찮습니다.
47,2016/05/10,5,"여수 해상케이블카는 돌산 에서 출발하여 거북선대교를지나 여수엑스포 까지 갑니다. 일반 케이블카하고 바닥이 유리인 케이블카가 있습니다.엑스포 정거장에서는 오동도, 엑스포, 엠블호텔에 갈 수 있습니다.",멋집니다.
48,2016/04/01,5,여수 밤 풍경에 반했습니다. 여수에 오면 이거 꼭 타보세요. 바람때문에 좀 흔들려 약간 무섭지만 크리스탈 캐빈도 투명한 바닥으로 아래를 볼수 있어 좀더 스릴있고 좋아요. ,꼭 타보세요
49,2016/03/27,5,아름다운 여수밤바다를 볼수 있어요.. 노을이 질때즘 노을 풍경을 보면서 한번 편도로 갔다가 해가 다 떨어지면 야경보러 또 편도로 오는게 좋아요,아름다운 여수밤바다
50,2017/06/27,4,여수 가보면 꼭 가봐야 할 곳.제가 갔던 날은 바람이 너무 많이 불어 좀 무서웠지만 ~~그래도 추천합니다.,비바람과 강풍동반
51,2017/06/19,5,"여수엠블호텔에 나서서 조금만 차타고 나가면바로 보이는 해상케이블카가 있어요.두가지가 있던것같은데, 바닥에 바다가 보이는 케이블카,일반 케이블카 두가지가 있더라구요.저희는 바닥이 보이는 케이블카를 탔는데, 무섭기도했지만넘 재밌었어요 ㅎㅎ 바람이 좀 불어서 스릴도 있었고.여수가신다면 요기 꼭 한번 들려보세용",여수에 가면 꼭 타고와야할것 중 하나인 케이블카
52,2016/03/13,5,두번 정도 탔었어요! 밤엔 타보지 않았지만 낮에 타면 스릴감도 느낄 수 있고 도착한 곳에 커피숍도 있어서 차 한잔 마시고 오기에 딱 좋아요^^,이건 꼭 타봐야해!!!
53,2016/02/23,3,홍콩의 케이블카 타는 기분을 조금이라도 느낄 수 있다. 바다 위를 지나가는 케이블카라서 아이들이 정말 좋아하는 곳이었다.,홍콩 생각나는 곳
54,2016/02/18,5,"한 눈에 여수의 풍광을 볼 수 있어 매우 좋았어요. 그러나 날씨에 매우 중요해요. 비가 많이 내리는 날, 바람 많이 부는 날은 바람 맞을 수가 있어요",여수를 ..
55,2016/02/17,5,국내 유일한 해상케이블카이죠. 이거 타면 여수의 관광지들을 대략적으로 한눈에 볼 수 있더라구요. 해외 케이블카보다 훨씬 안정감있어서 그렇게 무섭지 않습니다. 혹시 무서워하시는 분들이라면 아래까지 뚫려있는 크리스탈 캐빈 말고 일반 캐빈을 타세요. 그리고 일반 캐빈과 크리스탈 캐빈이 따로 운영되는 것이 아니라 케이블카 4~5대 중 한대꼴로 크리스탈 캐빈이 있는 거라서 일반 캐빈쪽 줄이 더 빨리 빠집니다. 탑승 시간이 짧긴 하지만 그래도 해상케이블카치고 왕복 가격(20000원이었던가)이 많이 비싸진 않은 거 같아요. 그래도 여수까지 왔으면 꼭 타보기를 추천합니다!,"안정감있고, 풍경도 보기 좋은 해상케이블카"
56,2016/02/16,4,아이와 함께한 케이블카접근하기도 쉽고 주차장도 커요먹거리들도 많고 해넘어가는 바다풍경이 굉장히 예뻐요갈만하네요ㅎ 추천합니다,케이블카 탈만하네요
57,2016/02/11,4,바다를 가로질러 가기 때문에 여느 케이블카와는 확연히 다르다.특히 바닥이 훤히 내려다 보이는 다이아몬드는 정말 제대로 즐길 수 있긴 하지만 너무 비싼 요금에 선뜻 지갑을 열긴 쉽지는 않을듯...,좋긴한데 너무 비싸네
58,2016/02/07,5,가격이 조금 비싸서 부담되긴 해요.근데 소셜커머스에 저렴하게 올라와서 그걸로 이용하였어요.오가는 시간이 다소 짧긴하지만바닥이 투명해서 바다를 보니 기분이 새롭더군요.,조금은 비싸지만...
59,2016/01/31,4,"야경이 좋다 해서 밤에 탔는데, 이뻤어요. ^^부모님은.. 밤에 별로 보이는 거 없다고 낮에 탈 것 그랬다고 하셨지만. ㅜㅜ 왕복으로 끊으셨으면 낮에 한 번, 밤에 한 번 타세요~ (가능하시면.. ^^:)",나름 재미남~
60,2017/06/27,4,바다를 보면서 케이블카를 타게 되어 신기한 경험이였습니다.소셜에서 레일바이크와 함께 셋트로 구매하여 저렴하게 이용하였습니다.,소셜에서 쿠폰으로 이용하였습니다.
61,2017/06/19,5,기억속에 남아있는 해상 케이블카..우리가 탄 크리스탈은 케이블카 바닥이 투명하게 되어 있어서 하늘을 나는듯한 기분이 들었답니다.그리고 오동도쪽에 도착하서 다시 돌아 올때는 야경을 보기위해 저녁 늦게 왔던게 기억 남았습니다. 누구나 한번은 가서 꼭 타보고 싶은것....여수 해상케이블카 추천합니다/,발밑에 보이는 바닷풍경
62,2015/12/11,4,여수 전경을 높은 위치에서 조망할수 있어요. 가격이 좀 비싼것이 흠이지만 이것을 타고 오동도쪽에 내려서 산책하고 하면 좋아요.,여수를 전경을 조망할수 있어요
63,2015/12/10,5,"여수 돌산공원에서 탈 수 있는 케이블카이다. 특이하게 바다 위를 다니는 케이블카로 두 종류의 케이블카가 있으며, 일반 케이블카와 바닥이 아크릴로 투명한 케이블카가 있다. 여수 바다를 조망할 수 있는 전망을 가진 케이블카로 추천 한다.",바다위를 다니는 새로운 케이블카
64,2015/11/07,4,여수 돌산공원에 위치하고 있는 해상 케이블카 오동도 앞에까지 연결되어 있고 케이블카가 다른 곳과 다르게 바다위를 지나가 경치가 아주 좋다. 케이블카는 두종류로 바닥이 아크릴로 되어 짜릿함을 주는 케이블카도 있으니 타보면 참고가 될 듯 하다.,여수의 새로운 즐길거리~~케이블카
65,2015/11/05,5,주말에는 대기 줄이 정말 긴데 빠르게 회전이 되네요. 타보면 놀이 동산 온 것 만큼 재밌고..단점이랄게 블루투스 스피커 하나쯤은 있으면 좋을 것 같네요 ,케이블카 추천해요
66,2015/11/04,4,여수를 한눈에 내려다볼 수 있어 좋습니다. 크리스탈이라고 바닥이 유리로 되어있는 것을 이용했는데 어두워지니 하나도 안보였어요. 늦은 시간에 가면 굳이 비싼돈 주고 크리스탈 탈 필요 없는 것 같아요. 서울의 야경을 기대하고 가면 안되고 여수의 잔잔하고 조용한 분위기 즐기기에 좋습니다. 낮에가면 훨씬 예쁜 풍경을 볼 수 있을 것 같아요. ,낮에 이용하면 좋을 해상 케이블카
67,2015/09/21,5,가격이 조금 비싼것 같습니다. 어떤 케이블카를 타느냐에 따라서도 가격이 달라지구요. 낮에 타든 밤에 타든 아름다운 여수바다를 볼 수 있습니다. 낮에는 바다 풍경과 밤에는 반짝이는 야경이 멋지더라구요.,해상케이블카~
68,2015/09/18,4,남산 케이블카보다 쾌적해요남산 케이블카보다 쪼금 흔들리는 느낌은 있지만 지은지 얼마 안된거라 그런지 쾌적해요사람이 없을때는 센스있게 둘둘씩 태워주시니 좋네요^^케이블타는 시간도 그리 짧지 않고 여수 시내를 한눈에 내려다 볼수 있으니 여수 가면 꼭 한번 타봐야 할 것 같아요~특히 밤에 꼭 타보세요~,남산 케이블카보다 쾌적해요
69,2015/09/18,4,바다위를 지난다는 점이 색다름금액에 따라 케이블 하단이 투명인지 불투명인지가 결정되서너무 상업적이라는 인상을 줌,해상 케이블카
70,2017/06/27,5,"가족여행으로 다녀왔습니다.바다위를 지나는 케이블카라는 컨셉에 맞게 뷰가 매우 좋습니다.케이블카는 3종류, 크리스탈 캐빈 10대와 일반 캐빈 40대, 총 50대의 케이블카를 운영중이랍니다.아예 캐빈 한대를 임대해서 타는 것도 있는데 가격이 좀 비쌉니다. 15만원장점이라면 기다릴 필요없이 바로 탄다는 장점이 있습니다.가격은 일반 캐빈 대인 왕복 13,000원크리스탈 캐빈 대인 왕복 20,000원프리미엄 캐빈 임대 150,000원문제는 크리스탈 캐빈이 더 비쌈에도 불구하고 수량이 부족하다 보니 줄이 훨씬 길어집니다.바닥 볼거 아니면 일반 캐빈이 줄이 더 짧습니다.전망대 올라가면 여수 엑스포, 엠블호텔, 오동도가 보입니다.",짧은 시간이지만 꽤 괜찮은 선택
71,2017/06/19,5,"즐거운 생각보다.
여수의 밤 풍경을 볼 수 있는 객실이 정말 좋았습니다. 좀 다르지 thw 돌산 공원. 이곳에 오면, 여수 해안 풍경을 감상할 수.
밤에 하는 게. 기다리며 시간을 피할 수 있습니다.",좋은 밤 됩니다
72,2015/09/02,4,"여수의 mvl 호텔은, 할 수 있는 다른 섬을 오동도 케이블 카! 최고입니다! 조금만! 깔끔하고 빠른. 현대적이고 안전합니다. 그들은 빠른 엘리베이터 또한 preparwd.",간단한 시내로 나가기 
73,2017/07/03,3,"저녁에 온 것 같은. 그럼에도 불구하고, 저는 정말 좋아요. 케이블카는 휠체어 친화적 인.",저녁 이 좋네요
74,2017/06/06,3,"나는 카트를 타고 보이지 않는 어떤 목적 하지 않는 케이블, 돌산 공원에 갈 수 있고 경치가 좋은 하부 빨리.",왜?
75,2017/04/12,5,"하지 않는 매력 prebook, 강한 바람 때문에 타고 취소할 수 있습니다. 우리는 실망하지 않고 처음에 수 있습니다. 우리는 저녁에. 강한 바람을 타고 취소하기 때문에. 오른쪽으로 가기 전에 관광할 수 있는 여수 luckly 다음 날 아침. 생각해 보니 저녁에 타고 했지만 우리는 더 만족스러운 차를 타고 아침에 할 수 있습니다.",전망을 즐길 수
76,2017/01/12,4,"저희는 케이블카 (또는 1 등급 이상) 가 있는 크리스탈 캐빈과 유리 패널 이 있다. 이 경우 허용된 아래 보이는 건물들과 케이블카로 바다로 맨 위에 있습니다. 마음이 연약한 마음으로 하지만.
풍경이 아름답고",크리스탈 캐빈 타고!
77,2017/01/01,4,"케이블카를 거의 알을 많이 종료됩니다. 에, 한쪽에 간다면 다른 시간을 보낸 확장하고, 할 수 있는 거리인 결국 끝까지 가는 택시를 타고 시작 할 수 있습니다.
그 보다, 이 경치는 중입니다. 많은 이 지역의 역사 에서, 앞서 정보 이 나을 것이 다.",바람과 함께 사라
78,2016/12/16,4,"새 친구들과 함께 즐겁게, 여수 시내의 전망을 제공하는 케이블 카 ecellent. 좋은 곳을 방문하는",흥미로운 장소
79,2016/12/07,5,"여수 주변에 보면, 한국은 반드시 케이블카를 타고! 아름다운 바다 전망, 도시, 그리고 답변하기!",케이블 카를 타고 여수 특화정보에
80,2017/06/27,4,나는 이 밤에 갔다. 저는 바다를 건너가 과 신선한 공기를 통해 확인할 수 있습니다. 충분한 주차 공간은 많고.,좋은!
81,2017/06/19,5,"야경을 보기 위해서 왕복으로 끊었다. 6 자산에서 시 30 쯤타서 (ㅎㅎ 7080,) 버스킹을 구경하고 야경을 보며 내려왔다. 8 확실히 야간에 사람이 몰려서 명씩 다 채워서 보낸다.
21 에서 19 로 최고의 나의 생각이다. 주말에는 사람들이 기타를 연주하며 노래를. 저는 이곳을 사랑합니다!",좋은 곳을 밤 niew 야경보기 좋은곳
82,2016/09/05,5,이 차는 재미있는 사진을 찍고. 모든 도시와 바다의 풍경을 볼 수 있습니다. 하지만 예상 하는 것보다.,합리적인 가격의 좋은 뷰
83,2016/08/28,5,"아마도 한국의 바다를 건너 첫 번째 케이블 카
바다 풍경이 최고인 & 눈을 활발하게 답변하기
독특한 경험 아닙니다 쉽게 사용할 수 있는 전 세계",최고의 경치를 볼 수
84,2016/07/01,3,"이 좋은 경치를 타고 하버 쪽으로 여수의 조선소, 간에서 길을 건너기 / mvl 호텔은 언덕을, 및 섬의 남쪽에 있는 여수. 자전거를 타고 여수에 제가 갔을 때 공사 중 9월 2014, 하드웨어는 1년에 두는 오래 되었고 안전하게 잘 되어 있었고 (제가 묵시적 보증이 없음 :-) ....더 보기",자전거를 타고 언덕 위 로 올라오는 여수 항
85,2016/05/15,4,현명하게 선택한 시간. 사람에 따라 이에 따른 어떤 유형의 차. 자동차 유리 바닥 보다 인기가 덜 하기 때문에 혼자 있는걸. 차를 타고 갈 수 있는 더 나은 기회 평벅 을 단지 당신과 당신의 파트너. 이곳은 비교적 짧은 코끼리를 타면 왕복 여행에 필요한 사항을 다른 한...더 보기,좋은 부부
86,2016/01/12,5,"과시 하는 (회사의 스폰서 를 여행했다), 크리스탈 케이블카를 타고 우리 탑저. 정말 재미있다! 바다와 멋진 전망을 볼 수 있는 것이다. 여수에 갔을 때 꼭!",모든 면에서 환상적인 전망!
87,2016/01/01,4,"객실은 아주 넓고 긴 케이블카를 타고. 아이들은 어른들이 즐길 수 있는 재미도.
가격도 합리적이다.",짧은 방문 
